,title,company,rating,location,salary,summary
1968,Principal Engineer I - Java & Python,Nike,4.1,"Bengaluru, Karnataka",,"Experience working in a distributed/cloud-based environment (e.g. Amazon EC2, GCE, Rackspace, Azure etc.).Design RESTful APIs following domain-driven design.30+ days ago"
1969,Java Software Engineer - WFH,Star Jobs Private Limited,,"Bengaluru, Karnataka•Remote",,Kafka/RabbitMQ/ActiveMQ/SwiftMQ– Any Messaging Queue tools – min. 1 year.Agile and understand the CI/CD pipeline.Participate in agile development program.30+ days ago
1970,iOS developer,Winfoglobal Technologies Private Limited,,"Bengaluru, Karnataka",, Familiarity with cloud message APIs and push notifications.We are looking for an iOS developer responsible for the development and maintenance of…30+ days ago
1971,DevOps Lead,Cynosure Corporate Solutions,,"Chennai, Tamil Nadu",,"Experience in cloud platforms to upgrade and fix.As DevOps, you will be implementing a series of practices and processes that are intended to speed up and…30+ days ago"
1972,Senior Software Engineer - Java Full Stack,CGI Information Systems and Management Consultants,3.6,"Bengaluru, Karnataka",,Skill - Java Developer with Spring-boot & Micro-services.Experience - 5 to 10 Years.Backend developer focuses on Developing and maintaining Product with…29 days ago
1973,Senior Data Engineer - Python,ANSR,2.7,"Bengaluru, Karnataka",,Mentor and develop other data engineers in adopting best practices.Experience in Amazon Web Services (AWS) or other cloud platform tools.30+ days ago
1974,Sr Data Engineer VII - Big Data,ANSR,2.7,"Bengaluru, Karnataka",,Mentor and develop other data engineers in adopting best practices.Experience in Amazon Web Services (AWS) or other cloud platform tools.30+ days ago
1975,"Software Developer II - Spring Boot, Microservices, AWS",Advance Auto Parts,3.4,"Hyderabad, Telangana",,"Will often require to take a lead role in the entire development cycle, conduct design and code reviews, and have a heavy input throughout the process, from…30+ days ago"
1976,"Senior Data Engineer, ED&A - ICC",Nike,4.1,"Bengaluru, Karnataka",,"Strong understanding of Data warehousing, Data modelling, Governance and Data Architecture Experience in Amazon Web Services (AWS) or other cloud platform tools…30+ days ago"
1977,Immediate Joiners! Java AWS @ Innova Solutions - Chennai,Innova Solutions Private Limited,4.0,"Chennai, Tamil Nadu",,"Provide guidance and mentorship to develop engineers on the team in best practice cloud application development, test and deployment.30+ days ago"
1978,"Lead Developer-Java, Spring Boot, Microservices",Advance Auto Parts,3.4,"Hyderabad, Telangana",,Work with a nimble team of software engineers and enterprise architects to ensure the solutions meet our business needs using Agile methodologies in a fast…30+ days ago
1979,Software Engineer II (Java) - Logistics,ANSR,2.7,"Bengaluru, Karnataka",,"Partner with engineers, architects and other teams to ensure that the ecosystem of services remains loosely coupled and independently scalable.30+ days ago"
1980,Senior Software Engineer_ MDM Developer,CGI Information Systems and Management Consultants,3.6,"Bengaluru, Karnataka",,". Experience with MDM implementations, cloud and big data solutions, real-time data integration, ESB is a plus, otherwise a willingness to learn and progress in…30+ days ago"
1981,JAVA Backend Developer,Aspire Systems India Private Limited,3.9,"Hyderabad, Telangana",,Candidate should have minimum 3+ years of experience in Oops and Core Java.Should have strong experience in Persistence Frameworks(Hibernate) & Should be…30+ days ago
1982,Software Engineer II (Java) - Logistics Fulfillment,ANSR,2.7,"Bengaluru, Karnataka",,"Partner with engineers, architects and other teams to ensure that the ecosystem of services remains loosely coupled and independently scalable.30+ days ago"
1983,PYTHON DEVELOPER,CGI Information Systems and Management Consultants,3.6,"Bengaluru, Karnataka",,. Good to have Data Engineering experience blended along with core software engineering experience (not looking for a pure play data engineer).30+ days ago
1984,Dotnet Developer with React or Angular Knowledge - Pune/mumb...,2COMS Consulting Private Limited,3.8,"Mumbai, Maharashtra","₹50,000 - ₹2,00,000 a year","Looking for Software and Senior Software Engineers with 4 to 10 years of experience working with architectural and design concepts like microservices, event…30+ days ago"
1985,Java Full Stack Developer,IPS Vantage Tech Services Private Limited,,"Mumbai, Maharashtra",,"Ï'· Act in a technical leadership capacity: Mentor junior engineers and new team members, perform.Ï'· Team with top-notch engineers, product managers, Dev Ops…30+ days ago"
1986,iOS developer,Winfoglobal Technologies Private Limited,,"Bengaluru, Karnataka",, Familiarity with cloud message APIs and push notifications.We are looking for an iOS developer responsible for the development and maintenance of…30+ days ago
1987,"Senior Software Engineer III, India Marketing Technology ICC",Nike,4.1,"Bengaluru, Karnataka",,"Experience using cloud services to build an integrated application in production (AWS - EC2, ECS, API gateway, Lambda).30+ days ago"
1988,Senior Database Engineer - Software Development,3M - TCOE,,"Bengaluru, Karnataka",,"Knowledge of cloud environments (AWS/Azure) with exposure to native cloud database offerings.Develops schema, storage, procedures, and policies for traditional…30+ days ago"
1989,System Engineer - Elastic Search,CGI Information Systems and Management Consultants,3.6,"Bengaluru, Karnataka",,". Minimum 3-7 years of experience in implementation of Elastic Search based project development.. Strong Knowledge of object-oriented JAVA programming, Design…10 days ago"
1990,Senior Data Engineer (Contractual Role),Nike,4.1,"Bengaluru, Karnataka",,Mentor and develop other data engineers in adopting best practices.Experience in Amazon Web Services (AWS) or other cloud platform tools.30+ days ago
1991,Dotnet Developer with React or Angular Knowledge - Hyderabad,2COMS Consulting Private Limited,3.8,"Hyderabad, Telangana","₹50,000 - ₹2,00,000 a year","Looking for Software and Senior Software Engineers with 4 to 10 years of experience working with architectural and design concepts like microservices, event…30+ days ago"
1992,Web Application QA Engineer,2COMS Consulting Private Limited,3.8,"Kolkata, West Bengal",,"Â— Experience in testing cloud hosted backends & frontends.Applications (Automating Workflows, Extracting Insight from data, Architect and build Platforms).30+ days ago"
1993,Sales Force SME/Lead Engineer,CGI Information Systems and Management Consultants,3.6,"Bengaluru, Karnataka",,Experience delivering Portals/Communities on the Force.com platform and/or other cloud based solutions.Salesforce Senior Engineer should have sound knowledge…30+ days ago
1994,Digital Solutions - Devops Engineer,Telus International,3.8,India,,Experience of maintaining cloud infrastructure and highly-available production environment.Experience of maintaining cloud infrastructure and highly-available…30+ days ago
1995,SAP BW - Senior Software Engineer,CGI Information Systems and Management Consultants,3.6,"Bengaluru, Karnataka",,. Strong software product lifecycle management in the BW Reporting and Analytics space with hands on experience on SAP HANA and other new generation cloud…17 days ago
1996,Senior QA Automation Engineer,Winfoglobal Technologies Private Limited,,"Bengaluru, Karnataka",,"2+ Years of experience in managing project on micro-services architecture using APIs, testing in REST, microservice and cloud platforms.30+ days ago"
1997,Lead Engineer (Java) - Logistics Fulfillment,ANSR,2.7,"Bengaluru, Karnataka",,"Partner with engineers, architects and other teams to ensure that the ecosystem of services remains loosely coupled and independently scalable.30+ days ago"
1998,Principal Engineer I - Java,Nike,4.1,"Bengaluru, Karnataka",,"Experience working in a distributed/cloud-based environment (e.g. Amazon EC2, GCE, Rackspace, Azure etc.).Design RESTful APIs following domain-driven design.30+ days ago"
1999,Engineering Manager,Continuum Managed Solutions LLP,,"Pune, Maharashtra",,"11+ years of total experience in which 3-4 years in product development environment, 2+ years of experience in managing 1-2 scrum teams of 8 to 15 engineers…30+ days ago"
2000,Lead Developer,Freshtohome Foods Private Limited,,"Ernakulam, Kerala",,"Work with other engineers in planning, prioritizing and executing assigned tasks within deadlines.Strong experience with Spring Boot stack (spring cloud,…30+ days ago"
2001,Principal Software Engineer-IT Java Full Stack Developer,Dell Technologies,4.0,Remote,,"You will be responsible for various applications like Order Management, Diagnostics, Online Service Request, Drivers and Downloads, Manuals and supporting…30+ days ago"
2002,Lead Developer I - Java & Python,ANSR,2.7,"Bengaluru, Karnataka",,"Partner with engineers, architects and other teams to ensure that the ecosystem of services remains loosely coupled and independently scalable.30+ days ago"
2003,Senior R&D Engineer,Synopsys,4.1,"Hyderabad, Telangana+1 location",,"Looking for someone who is excited about the daily technical and human challenges, self-motivated, pro-active, reactive, persistent, strong in problem solving,.30+ days ago·More...View all Synopsys jobs - Hyderabad jobsSalary Search: Senior R&D Engineer salaries in Hyderabad, TelanganaSee popular questions & answers about Synopsys"
2004,Cloud QA Engineer,Netradyne,,"Bengaluru, Karnataka",,"Exposure to developing automated test cases for UI/API for cloud.Hands on experience in UI Automation and API Automation.BTECH in a related field.30+ days ago·More...View all Netradyne jobs - Bengaluru jobsSalary Search: Cloud QA Engineer salaries in Bengaluru, Karnataka"
2005,Test Engineer,ency Consulting Group,,"Pune, Maharashtra",,"Experience : 2+ years of experience as a Tester/Test Lead.Expertise in testing Web & Mobile Apps.Good knowledge of creating Test Plan, Test cases & Test…8 days ago·More...View all ency Consulting Group jobs - Pune jobsSalary Search: Test Engineer salaries in Pune, Maharashtra"
2006,Performance Engineer,Maplelabs,,"Bengaluru, Karnataka•Temporarily Remote","₹20,00,000 a year","2 + years of experience leading and mentoring scale/performance engineers.You will partner with other performance engineers and developers to develop best…4 days ago·More...View all Maplelabs jobs - Bengaluru jobsSalary Search: Performance Engineer salaries in Bengaluru, Karnataka"
2007,Associate Analyst,Vectra,,"Bengaluru, Karnataka+1 location",,"0-2 years as a security analyst or network engineer.Collaborate with other Vectra engineers on high-level projects to deliver Vectra technologies to customers.23 days ago·More...View all Vectra jobs - Bengaluru jobsSalary Search: Associate Analyst salaries in Bengaluru, Karnataka"
2008,DevOps Engineer,Surebot Technology Solutions,,"Bengaluru, Karnataka","₹3,00,000 a year","Should have good experience in AWS cloud.Knowledge on cloud-native software architectures and based on microservices, e.g., API management, autoscaling,…23 days ago·More...View all Surebot Technology Solutions jobs - Bengaluru jobsSalary Search: DevOps Engineer salaries in Bengaluru, Karnataka"
