,title,company,rating,location,salary,summary
197,Network Support Engineer,Geojit Technologies Pvt Ltd,2.7,"Edapalli, Kerala","₹20,000 - ₹30,000 a month","Total work: 1 year (Preferred).7 days ago·More...View all Geojit Technologies Pvt Ltd jobs - Edapalli jobsSalary Search: Network Support Engineer salaries in Edapalli, KeralaSee popular questions & answers about Geojit Technologies Pvt Ltd"
198,DevOps Engineer _T8,Mercedes-Benz Research and Development India...,4.0,"Bengaluru, Karnataka",,"3 to 6 years’ experience in performing automated build & deployments, production support, release management & Container provisioning activities on cloud…30+ days ago·More...View all Mercedes-Benz Research and Development India Private Limited jobs - Bengaluru jobsSalary Search: DevOps Engineer _T8 salaries in Bengaluru, KarnatakaSee popular questions & answers about Mercedes-Benz Research and Development India Private Limited"
199,Front End Engineer,Innobuzz,,"Delhi, Delhi•Remote","₹18,00,000 - ₹25,00,000 a year","Have great problem solving skills and writes highly optimised code.Have interest/ experience with building any web based *audio, video tools or collaborative…2 days ago·More...View all Innobuzz jobs - Delhi jobsSalary Search: Front End Engineer salaries in Delhi, Delhi"
200,Automation Test Engineer - CIO,IBM,3.9,"Hyderabad, Telangana+1 location",,"As a Test Specialist at IBM, your analytical and technical skills will directly impact the quality of the software we create.24 days ago·More...View all IBM jobs - Hyderabad jobsSalary Search: Automation Test Engineer - CIO salaries in Hyderabad, TelanganaSee popular questions & answers about IBM"
201,Kafka Engineer/Expert,247 Global Recruit,,"Hyderabad, Telangana•Temporarily Remote",,"Experience with Big Data solutions such as Cassandra, Google Pub/Sub, Hadoop, Spark, Kafka, ElasticSearch and Solr is a plus;Total work: 4 years (Preferred).16 days ago·More...View all 247 Global Recruit jobs - Hyderabad jobsSalary Search: Kafka Engineer/Expert salaries in Hyderabad, Telangana"
202,"Cloud Support Engineer(AWS, Cloud infrastructure, Unix/Linux...",Dell Technologies,4.0,"Bengaluru, Karnataka",,"Dell Technologies customers rely on our products and services to drive progress.Service Delivery is all about making sure our technical solutions help clients…30+ days ago·More...View all Dell Technologies jobs - Bengaluru jobsSalary Search: Cloud Support Engineer(AWS, Cloud infrastructure, Unix/Linux) salaries in Bengaluru, KarnatakaSee popular questions & answers about Dell Technologies"
203,Network Engineer with Firewalls,Base8 Inc,,"Hyderabad, Telangana",,"Resolve issues tiers of support have escalated by troubleshooting cloud and local infrastructure.You will mentor a team of engineers to troubleshoot and…29 days ago·More...View all Base8 Inc jobs - Hyderabad jobsSalary Search: Network Engineer with Firewalls salaries in Hyderabad, Telangana"
204,Site Reliability Engineer,"JPMorgan Chase Bank, N.A.",3.9,"Hyderabad, Telangana+2 locations",,"Advanced knowledge of one or more infrastructure components (e.g. networking, cloud services, orchestration tools, containerization, compute, and storage…7 days ago·More...View all JPMorgan Chase Bank, N.A. jobs - Hyderabad jobsSalary Search: Site Reliability Engineer salaries in Hyderabad, Telangana"
205,Data Scientist,Microsoft,4.2,"Hyderabad, Telangana+1 location",,"Design/Dev, implement, ship and monitor critical components of cloud scale services.Design/Dev, implement, ship and monitor critical components of cloud scale…10 days ago·More...View all Microsoft jobs - Hyderabad jobsSalary Search: Data Scientist salaries in Hyderabad, TelanganaSee popular questions & answers about Microsoft"
206,Associate Engineer Network Infrastructure,NTT Global Networks,4.2,"Mumbai, Maharashtra",,"Certifications in networking like JNCIA/CCIA or Cloud services like AWS/Azure/Google is good to have but not mandatory.16 days ago·More...View all NTT Global Networks jobs - Mumbai jobsSalary Search: Associate Engineer Network Infrastructure salaries in Mumbai, Maharashtra"
207,Cloud Operations Engineer,Calypso,,"Mumbai, Maharashtra",,"Customer Success contributes to our efforts to enhance and transform the Calypso customer experience via a client-centric approach (building and maintaining…30+ days ago·More...View all Calypso jobs - Mumbai jobsSalary Search: Cloud Operations Engineer salaries in Mumbai, Maharashtra"
208,Staff Engineer,Amex,4.1,"Bengaluru, Karnataka",,"Coach/mentor technical leads/engineers on design principles and data engineering best practices.Experience with public cloud-based data platforms and managed…3 days ago·More...View all Amex jobs - Bengaluru jobsSalary Search: Staff Engineer salaries in Bengaluru, KarnatakaSee popular questions & answers about Amex"
209,Software Engineer,NatWest Group,3.3,"Gurgaon, Haryana+1 location",,"From home working to job sharing, go to remote and flexible working to find out more.This role is based in India and as such all normal working days must be…4 days ago·More...View all NatWest Group jobs - Gurgaon jobsSalary Search: Software Engineer salaries in Gurgaon, HaryanaSee popular questions & answers about NatWest Group"
210,M365 Sharepoint Engineer/Specialist-1,Micron Technology,3.7,"Hyderabad, Telangana",,"Work and tasks are often straightforward, routine, structured and guided by established policies and procedures.Decisions can have minimal or no impact.30+ days ago·More...View all Micron Technology jobs - Hyderabad jobsSalary Search: M365 Sharepoint Engineer/Specialist-1 salaries in Hyderabad, Telangana"
211,IAM SSO Engineer,Gap Inc.,3.7,"Hyderabad, Telangana",,"SSO/AccessManagement Engineer will follow Gap Inc’s security strategy, collaborate with other infrastructure teams, DevOps and application engineers to…29 days ago·More...View all Gap Inc. jobs - Hyderabad jobsSalary Search: IAM SSO Engineer salaries in Hyderabad, Telangana"
212,Junior Engineer – Cloud Solutions (Linux),ALLINDIA,,"Kolkata, West Bengal",,"Independently service client AWS cloud accounts including servers, network and access rules.Managing MySQL database configuration on Linux based database…30+ days ago·More...View all ALLINDIA jobs - Kolkata jobsSalary Search: Junior Engineer – Cloud Solutions (Linux) salaries in Kolkata, West Bengal"
213,Engineer- BSS Testing,Ericsson,4.1,"Bengaluru, Karnataka",,"Expertise in Charging, Billing, Mediation, Collection, ESB, CRM, OM and Inventory Management.Good knowledge on SOAP and Rest API testing (Should understand XML…8 days ago·More...View all Ericsson jobs - Bengaluru jobsSalary Search: Engineer- BSS Testing salaries in Bengaluru, KarnatakaSee popular questions & answers about Ericsson"
214,Associate Threat Detection Engineer,Careers at Tide,,"Hyderabad, Telangana",,"This is achieved through Security Operations focused on event data, incident response and tooling and the automation of all of that to free up TD engineers to…30+ days ago·More...View all Careers at Tide jobs - Hyderabad jobsSalary Search: Associate Threat Detection Engineer salaries in Hyderabad, Telangana"
215,Test Specialist: SDET,IBM,3.9,"Hyderabad, Telangana",,"As a Test Specialist at IBM, your analytical and technical skills will directly impact the quality of the software we create.3 days ago·More...View all IBM jobs - Hyderabad jobsSalary Search: Test Specialist: SDET salaries in Hyderabad, TelanganaSee popular questions & answers about IBM"
216,Cloud Engineer/Architect,Standard Chartered,4.1,"Chennai, Tamil Nadu",,"Responsible for the documentation, design, development, and architecture of Big data/Hadoop applications.Communicate to stakeholders on design & architecture…30+ days ago·More...View all Standard Chartered jobs - Chennai jobsSalary Search: Cloud Engineer/Architect salaries in Chennai, Tamil NaduSee popular questions & answers about Standard Chartered"
217,Sr. Backend Engineer - Python,Neobric IT Solutions Pvt Ltd,,"Hyderabad, Telangana•Temporarily Remote","₹12,00,000 - ₹25,00,000 a year","Take a key role in the design and implementation of modern cloud-based solutions.Experience building cloud-based solutions on AWS, GCP, or Azure.4 days ago·More...View all Neobric IT Solutions Pvt Ltd jobs - Hyderabad jobsSalary Search: Sr. Backend Engineer - Python salaries in Hyderabad, Telangana"
218,DevOps Engineer Fresher/ Experienced,Codelogicx Technologies Pvt Ltd,4.5,"Kolkata, West Bengal•Temporarily Remote","₹12,000 - ₹45,000 a month","Networking in cloud (i.e., Amazon AWS).We are looking for a DevOps Engineer to help us build functional systems that improve customer experience.14 days ago·More...View all Codelogicx Technologies Pvt Ltd jobs - Kolkata jobsSalary Search: DevOps Engineer Fresher/ Experienced salaries in Kolkata, West Bengal"
219,Junior DevOps Engineer,Siemens Technology and Services Private Limited,4.0,"Bengaluru, Karnataka",,"Analyze software continuous integration (CI) and continuous delivery (CD).Requirements in accordance with business needs.E/ B. Tech/ MCA/ M.15 days ago·More...View all Siemens Technology and Services Private Limited jobs - Bengaluru jobsSalary Search: Junior DevOps Engineer salaries in Bengaluru, KarnatakaSee popular questions & answers about Siemens Technology and Services Private Limited"
220,Data Engineer,Phenom People,4.7,"Hyderabad, Telangana",,"Good understanding of cloud data warehouses like Snowflake is an added advantage.Translate business and functional requirements into robust, scalable solutions…15 days ago·More...View all Phenom People jobs - Hyderabad jobsSalary Search: Data Engineer salaries in Hyderabad, TelanganaSee popular questions & answers about Phenom People"
221,NOC Engineer,Infoblox,3.8,"Thiruvananthapuram, Kerala",,"Monitor and support cloud-based network infrastructures.Provide guidance and consultation for junior/new engineers.Working knowledge of L2, L3 devices.29 days ago·More...View all Infoblox jobs - Thiruvananthapuram jobsSalary Search: NOC Engineer salariesSee popular questions & answers about Infoblox"
222,DevOps Engineer,Indiagold,,"Haryana, Haryana•Remote","₹12,00,000 a year","We are looking for a self-driven devops engineer who can help us build high-quality gold loan infrastructure on AWS.Total work: 2 years (Preferred).19 days ago·More...View all Indiagold jobs - Haryana jobsSalary Search: DevOps Engineer salaries in Haryana, Haryana"
223,"Senior Software Engineer, Android, Looker, Google Cloud",Google,4.3,"Hyderabad, Telangana",,"Work on Android mobile applications, cloud services and tools.We're looking for engineers who bring fresh ideas from all areas, including information retrieval…30+ days ago·More...View all Google jobs - Hyderabad jobsSalary Search: Senior Software Engineer, Android, Looker, Google Cloud salaries in Hyderabad, TelanganaSee popular questions & answers about Google"
224,Associate Cloud Engineer,XenonStack,2.5,"Chandigarh, Chandigarh",,"You will be responsible for deploying and debugging cloud stacks, working on new cloud initiatives, and ensuring the security of the cloud infrastructure.30+ days ago·More...View all XenonStack jobs - Chandigarh jobsSalary Search: Associate Cloud Engineer salaries in Chandigarh, Chandigarh"
225,Frontend Engineer,Backbase,,"Hyderabad, Telangana",,"At Backbase you'll be joining one of our multicultural, multi-disciplined teams of highly skilled developers maintaining our engaging banking enterprise…30+ days ago·More...View all Backbase jobs - Hyderabad jobsSalary Search: Frontend Engineer salaries in Hyderabad, Telangana"
226,DevOps / Cloud Migration Engineer,Luxoft,4.4,"Bengaluru, Karnataka+1 location",,"Good knowledge in SQL programming: syntax, objects utilization and optimization; Good exposure of working in cloud environment.30+ days ago·More...View all Luxoft jobs - Bengaluru jobsSalary Search: DevOps / Cloud Migration Engineer salaries in Bengaluru, KarnatakaSee popular questions & answers about Luxoft"
227,Trainee Engineer,Experian,3.8,"Hyderabad, Telangana",,"You will play a critical role in designing, developing and implementing best practices and automation for the Pipeline as a Service team also take care of BAU…30+ days ago·More...View all Experian jobs - Hyderabad jobsSalary Search: Trainee Engineer salaries in Hyderabad, TelanganaSee popular questions & answers about Experian"
228,Associate Cloud Computing Engineer,BigSpire Software,,"Bengaluru, Karnataka",,"Skill Sets: Should have a good communication skills, knowledge in Cloud Computing concepts and basic knowledge in Amazon Web Services, Web Developments in Cloud…30+ days ago·More...View all BigSpire Software jobs - Bengaluru jobsSalary Search: Associate Cloud Computing Engineer salaries in Bengaluru, Karnataka"
229,Associate Software Engineer,CloudVandana Solution,,"Delhi, Delhi•Remote","₹15,000 - ₹20,000 a month","*Excellent knowledge of Java,HTML and CSS *.*Excellent knowledge of Javascript, Jquery and comfortable in working with Javascript Libraries and Frameworks *.10 days ago·More...View all CloudVandana Solution jobs - Delhi jobsSalary Search: Associate Software Engineer salaries in Delhi, Delhi"
230,Cloud Operations Engineer,Zscaler,3.9,"Chandigarh, Chandigarh",,"Knowledge of cloud infrastructure (firewalls, load balancers, DNS, DHCP, NAT).In this role, you will be responsible for all aspects of the Zscaler production…30+ days ago·More...View all Zscaler jobs - Chandigarh jobsSalary Search: Cloud Operations Engineer salaries in Chandigarh, Chandigarh"
231,DevOps Engineer ENO,Credit Suisse,3.9,"Pune, Maharashtra",,"Experience into docker and kubernetes/openshift as well as in azure/AWS/google cloud (good to have).Migration of source control (SVN to GIT).25 days ago·More...View all Credit Suisse jobs - Pune jobsSalary Search: DevOps Engineer ENO salaries in Pune, MaharashtraSee popular questions & answers about Credit Suisse"
232,AWS Cloud Devops Engineer,Facile Services,,"Pune, Maharashtra",,"Provision, configure and maintain AWS cloud infrastructure defined as code.Design cloud infrastructure that is secure, scalable, and highly available on AWS.30+ days ago·More...View all Facile Services jobs - Pune jobsSalary Search: AWS Cloud Devops Engineer salaries in Pune, Maharashtra"
233,Senior DevOps Engineer,PerkinElmer,3.7,"Hyderabad, Telangana+1 location",,"You will work directly with development teams to bring new and existing products into the cloud.You would help to create and build our Infrastructure-as-Code…1 day ago·More...View all PerkinElmer jobs - Hyderabad jobsSalary Search: Senior DevOps Engineer salaries in Hyderabad, TelanganaSee popular questions & answers about PerkinElmer"
234,"PTC Cloud Strategic Accounts, Engineer",PTC Inc.,,"Gurgaon, Haryana",,"Your Role The person will be a part of Cloud Strategic Accounts working for a Retail client.The day to day job will be to solve issues faced by Customer on the…3 days ago·More...View all PTC Inc. jobs - Gurgaon jobsSalary Search: PTC Cloud Strategic Accounts, Engineer salaries in Gurgaon, Haryana"
235,"Cloud Technical Solutions Engineer, Platform",Google,4.3,"Bengaluru, Karnataka",,"Experience with cloud based Serverless, Storage and developer tools technologies.Work as part of a team of engineers/consultants that globally ensure 24-hour…30+ days ago·More...View all Google jobs - Bengaluru jobsSalary Search: Cloud Technical Solutions Engineer, Platform salaries in Bengaluru, KarnatakaSee popular questions & answers about Google"
236,Test Engineer-Automation,Qvantel,4.1,"Hyderabad, Telangana",,"Qvantel’s Digital-Native CRM software allows CSPs to fully embrace the digital age by providing a Digital-First BSS platform that simplifies processes, cuts…3 days ago·More...View all Qvantel jobs - Hyderabad jobsSalary Search: Test Engineer-Automation salaries in Hyderabad, Telangana"
237,Cloud Operations Engineer,RWS,,"Bengaluru, Karnataka",," Train and act as a mentor for other engineers in the team.The support work is varied ranging from consulting with customers on changes in their cloud…30+ days ago·More...View all RWS jobs - Bengaluru jobsSalary Search: Cloud Operations Engineer salaries in Bengaluru, Karnataka"
238,Sr Cloud Engineer(Tally -MS),Rapyder Cloud Solutions,,"Bengaluru, Karnataka",,"Create/Assign/Update/Review tickets or Service-Requests logged in the Support Portal.Resolve tickets/request logged in the Support Portal.30+ days ago·More...View all Rapyder Cloud Solutions jobs - Bengaluru jobsSalary Search: Sr Cloud Engineer(Tally -MS) salaries in Bengaluru, Karnataka"
239,Cloud Engineer,Infogain,3.4,"Pune, Maharashtra",,"You will be managing production and non-production environments on cloud.You will propose, design, and implement solutions to drive simplification and…30+ days ago·More...View all Infogain jobs - Pune jobsSalary Search: Cloud Engineer salaries in Pune, MaharashtraSee popular questions & answers about Infogain"
240,Senior Engineer - ETL Development,Cambridge Technology Inc.,,"Hyderabad, Telangana",,"You are expected to have a minimum of 4+yrs experience in designing, implementing, customizing, and integrating DWH and ETL processes, and providing ongoing…30+ days ago·More...View all Cambridge Technology Inc. jobs - Hyderabad jobsSalary Search: Senior Engineer - ETL Development salaries in Hyderabad, Telangana"
241,Lead SQA Engineer,BMC Software,4.0,"Bengaluru, Karnataka+1 location",,"Experience working in cloud environments like AWS.Define effective hybrid models for integration between legacy and cloud applications for all integration…11 days ago·More...View all BMC Software jobs - Bengaluru jobsSalary Search: Lead SQA Engineer salaries in Bengaluru, KarnatakaSee popular questions & answers about BMC Software"
242,Quality Assurance Analyst - QA,"InvestCloud, Inc",,"Bengaluru, Karnataka•Temporarily Remote","₹85,000 a month","What We Look For: 3+ years of enterprise cloud software testing experience for different target platforms i.e.Ability to spot and test for non-obvious issues.4 days ago·More...View all InvestCloud, Inc jobs - Bengaluru jobsSalary Search: Quality Assurance Analyst - QA salaries in Bengaluru, Karnataka"
243,"Software Engineer - Hyderabad, TG",UnitedHealth Group,3.6,"Hyderabad, Telangana",,The roles in this function will cover all primary development activity across all technology functions that ensure we deliver code with high quality for our…30+ days ago
244,SRE L3 Engineer,Barclays,3.9,"Pune, Maharashtra",,"Knowledge & understanding of File and Object Storage, as well as cloud storage components.The engineer is responsible for building and supporting the Block…30+ days ago·More...View all Barclays jobs - Pune jobsSalary Search: SRE L3 Engineer salaries in Pune, MaharashtraSee popular questions & answers about Barclays"
245,NOC Engineer,Everbridge,,"Bengaluru, Karnataka",,"Experience in administrating cloud platforms like AWS, Azure or Google Cloud.2+ years of experience maintaining, managing and monitoring remote servers running…15 days ago·More...View all Everbridge jobs - Bengaluru jobsSalary Search: NOC Engineer salaries in Bengaluru, Karnataka"
246,Software Engineer,AppFire Technology,,"Hyderabad, Telangana",,"2 - 5+ years of total experience working as technical support and/or application software engineer.If you like to work with customers but don't want to lose…7 days ago·More...View all AppFire Technology jobs - Hyderabad jobsSalary Search: Software Engineer salaries in Hyderabad, Telangana"
247,Cloud application Engineer,Symphony SUMMIT,3.3,"Bengaluru, Karnataka",,"Identifying the best practices of cloud architecture to support applications.Maintaining data integrity by implementing proper access control for cloud…30+ days ago·More...View all Symphony SUMMIT jobs - Bengaluru jobsSalary Search: Cloud application Engineer salaries in Bengaluru, Karnataka"
248,System Engineer - DevOps,Experian,3.8,"Hyderabad, Telangana",,"Ability to use a wide variety of open source technologies and cloud services such as AWS, IaC technologies as terraform, Kuberentes, etc.30+ days ago·More...View all Experian jobs - Hyderabad jobsSalary Search: System Engineer - DevOps salaries in Hyderabad, TelanganaSee popular questions & answers about Experian"
249,Platform operation engineer,Ekfrazo Technology,,"Bengaluru, Karnataka•Temporarily Remote","₹80,000 - ₹1,00,000 a month","Experience in automation of the cloud deployment using Python, Yaml and API integration.Experience in Google Cloud Platform (GCP) .30+ days ago·More...View all Ekfrazo Technology jobs - Bengaluru jobsSalary Search: Platform operation engineer salaries in Bengaluru, Karnataka"
250,Cloud Security Engineer,OakNorth Bank,,"Gurgaon, Haryana",,"You will Design and Implement security controls and systems by working between AWS and the Engineering teams, support the development of well architected…30+ days ago·More...View all OakNorth Bank jobs - Gurgaon jobsSalary Search: Cloud Security Engineer salaries in Gurgaon, Haryana"
251,Systems Development Engineer,ADCI HYD 13 SEZ,3.5,"Hyderabad, Telangana",,"Bachelor’s Degree in Computer Science or a related field, or relevant work experience.3+ years of systems engineering, DevOps Engineering, Site-Reliability…4 days ago·More...View all ADCI HYD 13 SEZ jobs - Hyderabad jobsSalary Search: Systems Development Engineer salaries in Hyderabad, TelanganaSee popular questions & answers about ADCI HYD 13 SEZ"
252,Data Engineer,DataKare Solutions,,"Hyderabad, Telangana•Temporarily Remote",,"We are looking for a full-time junior data engineer with hands-on experience in big data technologies with proficiency in Big data frameworks and working on…30+ days ago·More...View all DataKare Solutions jobs - Hyderabad jobsSalary Search: Data Engineer salaries in Hyderabad, Telangana"
253,Cloud Platform Engineer (Infrastructure Engineering),Aruba Networks,4.1,"Bengaluru, Karnataka",,"Of our cloud based infrastructure with a focus on automation and tool development.The SRE will be responsible for building and operating all aspects.30+ days ago·More...View all Aruba Networks jobs - Bengaluru jobsSalary Search: Cloud Platform Engineer (Infrastructure Engineering) salaries in Bengaluru, Karnataka"
254,DevOps Engineer-(AWS/GCP/Azure),Team Field App LLC,,Remote,,"Needs to utilize the latest technology, cloud services (AWS, Azure and GCP), and best tools to implement 100% automation towards build, deploy and test Teradata…8 days ago·More...View all Team Field App LLC jobs - Remote jobsSalary Search: DevOps Engineer-(AWS/GCP/Azure) salaries in Remote"
255,Enterprise Application Engineer,General Electric,4.0,"Bengaluru, Karnataka",,"Understands how to adapt applications on cloud computing platforms to drive cloud adoption.Desired Characteristics• Skilled level expertise in design of cloud…Today·More...View all General Electric jobs - Bengaluru jobsSalary Search: Enterprise Application Engineer salaries in Bengaluru, KarnatakaSee popular questions & answers about General Electric"
256,Cloud-Native Engineer,Yobitel Communications,,"Bengaluru, Karnataka",,"Experience to set up Rancher and Kubernetes in OpenStack private cloud.Professional level Certified Kubernetes Administrator (CKE) or any cloud certifications…30+ days ago·More...View all Yobitel Communications jobs - Bengaluru jobsSalary Search: Cloud-Native Engineer salaries in Bengaluru, Karnataka"
257,Data Warehouse Engineer,thinkbridge,,"Pune, Maharashtra•Remote","₹50,000 a month","Mentor junior engineers and promote good engineering practices.Experience using managed cloud services (AWS preferred)and CI/CD stack.18 days ago·More...View all thinkbridge jobs - Pune jobsSalary Search: Data Warehouse Engineer salaries in Pune, Maharashtra"
258,Cloud Data Platform Engineer,Careator Technologies,,"Bengaluru, Karnataka",,"Hands-on experience with cloud analytics services (Primarily Azure and GCP).Experience integrating 3rd party KMS, HSM with cloud data services for building…30+ days ago·More...View all Careator Technologies jobs - Bengaluru jobsSalary Search: Cloud Data Platform Engineer salaries in Bengaluru, Karnataka"
259,Production Engineer 3,Ola Cabs,3.6,"Bengaluru, Karnataka",,"We are looking for a Data Production Engineer III - Data PE to help us build and enhance big data platforms to achieve availability, scalability and operational…26 days ago·More...View all Ola Cabs jobs - Bengaluru jobsSalary Search: Production Engineer 3 salaries in Bengaluru, KarnatakaSee popular questions & answers about Ola Cabs"
260,L4 Engineer,Hitachi Vantara Corporation,,"Hyderabad, Telangana+2 locations",,"Knowledge on hybrid public cloud design concepts.Experience in cloud technologies such as AWS or Azure.10+ years related experience in designing, planning,…30+ days ago·More...View all Hitachi Vantara Corporation jobs - Hyderabad jobsSalary Search: L4 Engineer salaries in Hyderabad, Telangana"
261,Site Engineer,Mahindra Teqo,3.0,India,,"Mahindra Teqo brings to the industry cutting edge Renewable Asset Monitoring solutions, Operations & Maintenance, Asset Management services and Performance…30+ days ago·More...View all Mahindra Teqo jobs - India jobsSalary Search: Site Engineer salaries in IndiaSee popular questions & answers about Mahindra Teqo"
262,Azure Cloud Engineer,Hivesure Infosolutions,,"Jaipur, Rajasthan•Remote",,"As an Azure Cloud Engineer, you will work together with other cloud engineers, architects, developers, and customer engineering teams to:30+ days ago·More...View all Hivesure Infosolutions jobs - Jaipur jobsSalary Search: Azure Cloud Engineer salaries in Jaipur, Rajasthan"
263,AWS Cloud Engineer,nVent,,"Mumbai, Maharashtra",,"1-2 years of experience with vendor cloud platforms.The Cloud Administrator implements operational solutions for applications hosted in the cloud.30+ days ago·More...View all nVent jobs - Mumbai jobsSalary Search: AWS Cloud Engineer salaries in Mumbai, Maharashtra"
264,"Director, Core Engineer- Collaboration",S&P Global,3.9,"Hyderabad, Telangana",,"Oversee major migration projects including the migration of network file shares to cloud file sharing services and the migration of SharePoint 2007/2010 to…30+ days ago·More...View all S&P Global jobs - Hyderabad jobsSalary Search: Director, Core Engineer- Collaboration salaries in Hyderabad, TelanganaSee popular questions & answers about S&P Global"
265,"Applications Engineer , Sr I",Synopsys,4.1,"Hyderabad, Telangana+1 location",,"Enables adoption of Synopsys's DFT tools, flows, E2E solutions, TestMAX platform by worldwide customers.Provides technical support to customers and internal…2 days ago·More...View all Synopsys jobs - Hyderabad jobsSalary Search: Applications Engineer , Sr I salaries in Hyderabad, TelanganaSee popular questions & answers about Synopsys"
266,"Data Engineer - Python, Spark & Cloud (Industrials)",Tredence,4.0,"Bengaluru, Karnataka",,"This role is for candidates proficient in Spark and Python & Cloud programming.The candidate will be involved in processing data using PySpark like reading…30+ days ago·More...View all Tredence jobs - Bengaluru jobsSalary Search: Data Engineer - Python, Spark & Cloud (Industrials) salaries in Bengaluru, Karnataka"
267,Voip Engineer ⿿ L1,Smart IMS,,"Hyderabad, Telangana",,"Work Experience on UCaaS Solutions like Microsoft and Ribbon/Genband [or similar cloud telephony platform].IP, MPLS VPN, Ethernet and SDWAN.30+ days ago·More...View all Smart IMS jobs - Hyderabad jobsSalary Search: Voip Engineer ⿿ L1 salaries in Hyderabad, Telangana"
268,Sec DevOps Engineer,McAfee Enterprise,,"Bengaluru, Karnataka",,"Add cloud support for existing processes.In this role, you will be responsible for injecting security checks into the existing development lifecycles.16 days ago·More...View all McAfee Enterprise jobs - Bengaluru jobsSalary Search: Sec DevOps Engineer salaries in Bengaluru, Karnataka"
269,DevOps Engineer,Ericsson,4.1,"Gurgaon, Haryana",,"Provide guidance and coaching to junior DevOps engineers.Experience working on an Agile environment where senior DevOps engineer act as Agile or DevOps coach…9 days ago·More...View all Ericsson jobs - Gurgaon jobsSalary Search: DevOps Engineer salaries in Gurgaon, HaryanaSee popular questions & answers about Ericsson"
270,Associate Staff Engineer (Cloud-IOT-Azure),Nagarro Software,4.1,"Gurgaon, Haryana",,"4.5 - 6 years of experience.Strong experience in IoT with general experience in Azure.Develop MVPs and understand customer requirements and provide the right…30+ days ago·More...View all Nagarro Software jobs - Gurgaon jobsSalary Search: Associate Staff Engineer (Cloud-IOT-Azure) salaries in Gurgaon, HaryanaSee popular questions & answers about Nagarro Software"
271,Cloud Production Engineer,JFrog,,"Bengaluru, Karnataka",,"In this role you will be part of our Production Engineering Group, to support the cloud based availability and deployment of the JFrog products, using cutting…30+ days ago·More...View all JFrog jobs - Bengaluru jobsSalary Search: Cloud Production Engineer salaries in Bengaluru, Karnataka"
272,Devops Engineer,DXC,3.2,"Hyderabad, Telangana+2 locations",,"Strong experience in automation & orchestration based on native cloud services.Good to have experience in UI development, cloud native security and DB SQL…30+ days ago·More...View all DXC jobs - Hyderabad jobsSalary Search: Devops Engineer salaries in Hyderabad, TelanganaSee popular questions & answers about DXC"
273,Cloud Operations Engineer - L2,Druva,3.6,"Pune, Maharashtra",,"Initiate Incident Response for cloud outages.The CloudOps Engineer is responsible for 24/7 availability for Druva, a cloud SaaS.5 - 9 years of experience.30+ days ago·More...View all Druva jobs - Pune jobsSalary Search: Cloud Operations Engineer - L2 salaries in Pune, Maharashtra"
274,Cloud Engineer(Migration),Rapyder Cloud Solutions,,"Bengaluru, Karnataka",,"Experience designing cloud architecture for private, public and hybrid cloud models.Hands on experience in AWS cloud provisioning.30+ days ago·More...View all Rapyder Cloud Solutions jobs - Bengaluru jobsSalary Search: Cloud Engineer(Migration) salaries in Bengaluru, Karnataka"
275,DevOps Engineer,DLT Labs,,"Hyderabad, Telangana+1 location",,"Experience in building industry best cloud AWS/Azure infrastructure with HA.Build a relationship with development team by understanding their stack, code and…30+ days ago·More...View all DLT Labs jobs - Hyderabad jobsSalary Search: DevOps Engineer salaries in Hyderabad, Telangana"
276,"Senior Support Engineer, JSM",Atlassian,,"Bengaluru, Karnataka•Remote",,"Proven ability to coach and mentor other support engineers to grow their technical and troubleshooting skills.Experience with APIs and REST calls.2 days ago·More...View all Atlassian jobs - Bengaluru jobsSalary Search: Senior Support Engineer, JSM salaries in Bengaluru, Karnataka"
277,AWS/DevOps Engineer,Immersion Software Labs Pvt Ltd,,"Hyderabad, Telangana•Temporarily Remote",,"DevOps Engineer (Remote, AWS, Linux, Ansible, Puppet, Docker, Shell, Python, Ruby).Working for a global technology leader as a remote DevOps Engineer;30+ days ago·More...View all Immersion Software Labs Pvt Ltd jobs - Hyderabad jobsSalary Search: AWS/DevOps Engineer salaries in Hyderabad, Telangana"
278,Role: Senior Cloud Engineer (AWS),RisamSoft,,"Bengaluru, Karnataka",,"AWS support, operation, scale, and architect to ensure high availability of all systems.Automating and streamlining standard infrastructure operations.30+ days ago·More...View all RisamSoft jobs - Bengaluru jobsSalary Search: Role: Senior Cloud Engineer (AWS) salaries in Bengaluru, Karnataka"
279,Data Engineer Internship,Amazon Dev Center India - Hyd,3.5,"Hyderabad, Telangana",,"Knowledge of cloud services such as AWS or equivalent.Enjoy working closely with your peers in a group of talented engineers and gain knowledge.30+ days ago·More...View all Amazon Dev Center India - Hyd jobs - Hyderabad jobsSalary Search: Data Engineer Internship salaries in Hyderabad, TelanganaSee popular questions & answers about Amazon Dev Center India - Hyd"
280,Junior DevOps Engineer,Siemens,4.0,"Bengaluru, Karnataka",,"Analyze software continuous integration (CI) and continuous delivery (CD).Requirements in accordance with business needs.E/ B. Tech/ MCA/ M.15 days ago·More...View all Siemens jobs - Bengaluru jobsSalary Search: Junior DevOps Engineer salaries in Bengaluru, KarnatakaSee popular questions & answers about Siemens"
